0	wavefront emitted by bodies at traveling near the velocity of light	self-adjointness
0	why does a cuboid spin stably around two axes but not the third ?	energy required to transport fluid through tube
0	how to calculate this functional derivative ?	rabi oscillations and two level dynamics
0	computer vs heater coil comparison	diy quantum eraser experiment by the scientific american : is this really quantum ?
0	taking the trace	qm with complex eigenvalues
0	is the giant newton 's cradle in the kit-kat ad feasible ?	how is weight distributed when legs are astride ?
0	bariometric formula derivation	will free-fall object into black hole exceed speed of light $c$ before hitting black hole surface ?
0	blackbody radiation force ( link ) , what are the fundamental forces behind it ?	superselection sectors and $p+1$ form potentials in string theory
0	sign of velocity for a falling object	two body particle problem with reduced mass
0	can an observer be the observed ?	how can i calculate vapor pressure deficit from temperature and relative humidity ?
0	topple a mass standing still	in qft , why does a vanishing commutator ensure causality ?
0	historically , how do we know that earth moves around sun ? and it does so in an elliptical orbit ?	what grounds the difference between space and time ?
0	angular momentum bohr 's model	relativistic addition of velocities of spaceships
0	feynman rules in momentum space	can spatial coherence be maintained in fiber optic cables over time ?
0	density of solid states of compounds	synchronizing time between two points
0	aluminum foil to reflect sunlight from behind a textured glass	why is the universe so organized ?
0	effect of expansion of space on cmb	calculating the dimensional wall-normal coordinate for a self-similar compressible boundary layer using levy-lees transformation
0	capacitor with big space of insulation and polymer inside	can radioactive isotopes stay unstable after beta decay ?
0	collection of histories vs . collection of momentary configurations	can one see radioactive substances with an x-ray detector ?
0	how is ionization explained in quantum mechanics ?	could dark matter form black hole ?
0	the physics of sound boards	why is titan able to maintain an atmosphere , and not luna ?
1	why earth looks always flat when it is round	what is the simplest way to prove the earth is round ?
0	mechanics question : energy , work and power	covariant derivative as a tensor
0	am i interpreting gauss ' divergence theorem correctly	future light cones inside black hole
1	consistency of the speed of light	double light speed
0	double-slit experiment and an experimental laboratory without photons	how does quantum trapping with diamagnets work ?
0	what is physical meaning of $\kappa$ and $r$ in curved space ?	how can we interpret polarization and frequency when we are dealing with one single photon ?
0	how does a gauge theory probe a spacetime singularity ?	time reversal symmetry in the presence of friction
1	does a flame produce free electrons ?	does fire conduct electricity ? why ?
0	with redshift , energy is lost . where does it go ?	is cosmic background radiation absolute
1	qft as a rigorous mathematical theory	formalizing quantum field theory
1	nuclear structure	are the protons and neutrons in the nucleus arranged in any particular way ?
1	online lecture videos on qcd ?	online qft video lectures
0	are there any hamiltonian systems without a periodic orbit ?	conduction– conservation of energy
0	story about a mathematician , a dinner party , and the three-body problem	reasons to suspect that matter is emitted from black holes nonthermally
1	what sets a " law " apart from a " rule " or a " principle " ?	laws of atomic theory - how is this possible ?
0	get time from sun azimuth	exchange operator in terms of rotation operator
0	does hall effect increases the resistance of a wire ?	what is tricritical point？
0	details of the new solutions to the three-body problem	determinant for a coupled fluctuation lagrangian
0	bloch theorem , energy , free electron	does lyapunov exponent equate to exponential inflation ?
0	does 4d n = 3 supersymmetry exist ?	what is the difference between the words transparent and translucent ?
0	does the opera result hint to a discrete spacetime ?	how can i calculate the force that is applied on a tube by another tube ?
0	comparison : graph of radius vector and angular velocity	what are the most seminal soviet papers in experimental physics ?
1	gravity from energy	does non-mass-energy generate a gravitational field ?
0	how are stellar and galactic ages determined ?	need a more efficient way to find where the $e$ field is zero
0	how does the ward-takahashi identity imply that non-transverse photons are unphysical in qed ?	understanding kepler 's problem
1	what would happen in a collision of an antimatter singularty and a matter singularity ?	what happens when a black hole and an " anti-black-hole " collide ?
0	black holes and string states	permittivity of an object
1	sun revolves around the earth	why do we say that the earth moves around the sun ?
0	where did the universe get its initial momentum ?	why do some hand dryers blow hot air ?
0	degree-degree correlations in networks	the relationship between the energy and amplitude of a wave ? derivation ?
0	what problems for 50 year space probe to alpha centauri ?	potential energy of an object due to other two objects
0	rod sliding on a frictionless surface	heat transfer , cold vs . hot
1	alternating current inquires	in an alternating current , do electrons flow from the source to the device ?
0	finding kinetic friction coefficient	comprehensive list of $\mathcal{n}=2$ supersymmetric topological quantum field theories in $d=4$
0	kinematics , why must the final velocity be 50km/hr ?	statistical analysis of data in physics
1	book for particles physics	particle physics getting started
0	using $\frac{1}{a+i\epsilon} = pv\frac{1}{a}-i\pi\delta ( a ) $ in feynman integrals	equilibrium - uniform circular motion
0	thermo homework ( hw ) problem	do particles keep on emitting energy ?
0	relative angular momentum in two-particle problem	how do you start self-learning physics
0	after using annihilation operator on vacuum state , why it is $0$ instead of vacuum ?	why is physics consistent ?
0	experimental observation of matter/antimatter in the universe	low-temperature hobby rocketry
0	what determines the angle of the cushion on a pool table ?	waveforms for a given ideal inverters circuit
0	is information propagated across a medium in any other way than waves ?	how do i find the gain of this transfer function
1	speed of light and lorentzian factors	how can a photon have no mass and still travel at the speed of light ?
0	particle accelerators and heisenberg uncertainty principle	absorption cross section and absorption coefficient
1	gravitational effect versus the speed of light	the speed of gravity ?
1	exam on physics for graduate	book recommendations
1	maximum helicopter height	why can not helicopters reach mount everest ?
0	calculating the minimum lawson parameter for sustained d-d fusion	high frequency active auroral research program ( haarp ) and earthquake myth or reality ?
0	derivation of normal shear stress	why does milli- mean 1/1000
1	why there is added a partial time derivative in formula for time derivative of potential energy ?	what is the difference between implicit and explicit time dependence e.g. $\frac{\partial \rho}{\partial t}$ and $\frac{d \rho} {dt}$ ?
0	does a fluid 's temperature affect the way light passes through it ?	why are radians more natural than any other angle unit ?
1	how much time passed for the passenger traveling with at speed-of-light spaceship ?	how long would it take me to travel to a distant star ?
0	determining fourier coefficients by inspection	how is the energy distributed in a proton-antiprotion annihilation ?
1	what is an example of a situation where quantum mechanics and relativity do not work together ?	a list of inconveniences between quantum mechanics and ( general ) relativity ?
0	what is it called : box potential with one infinite wall	is there bremsstrahlung radiation for a charged massless particle ?
0	$\mathrm{d} \omega_{cm}$ for a $1\rightarrow 2$ particle decay ?	can one build a laser using spontaneous emission ?
0	how can a car 's engine move the car ?	focusing light with flat mirrors
0	operator that takes us from one density matrix to another ?	what is the name of the molecule hcco ?
0	angular momentum of a rigid , extended object	what do physical properties of materials trigger the capacitive touch screen ?
0	is tension always constant throughout a rope of mass in equilibrium ?	why do hydraulic jumps form ?
0	what did nobelaureate smoot mean by " modern efforts to find violations of special relativity"	why are continents wider at the north and tapering towards the south ?
0	exercise concerning the inclined plane	is it possible to reach the edge of a room if there is not any gravitational acceleration ?
0	electron in a covalent bond : what happens when it moves out ?	explanation on the resulting forces of two positive point charges
0	what is wrong with this solution to freshman textbook example for ohm 's law and kirchhoff 's current law ?	why are black hole singularities stable ?
0	software for simulating the motion of a test particle in a force field	question about relative speeds on a different " scales of perception"
0	what is the sensation by man carrying a water bucker with an object floating in it ?	help getting the distance an object has moved
0	quantum curvature	what is the relation between extra dimensions and unification of theories ?
0	do higher-order mass moments have any physical meaning ?	how does fraunhofer diffraction depend on the orientation of the sides of a lens ?
0	feynman path integral formula in brian cox ' " a night with the stars " lecture	in a turning plane , will the vector of combined centrifugal plus gravity force experienced by passengers be perpendicular to the floor ?
0	could observing unknowingly cause the wave function to collapse ?	is synchrotron radiation considered incandescent ?
0	what is highest water pressure at which electrolysis can be performed ?	why does large curvature of spacetime imply high temperature ?
0	duality in arbitrary finite dimension using the levi-civita tensor	why does a ball bounce ?
0	cosmology constant as a negative pressure ?	virial theorem and the energy in a gas
0	what allows for more traction : rubber or skin ?	constructing the $\cal{n}=2$ supersymmetric non-abelian chern-simon 's theory
1	what is the basic form of the ' fire ' ?	is fire matter or energy ?
1	best way to chill a cup of coffee with cold water and 5 minutes	cooling a cup of coffee with help of a spoon
0	what will happen if we place salt water on a induction cooker ?	is it feasible to detect light emitted from planet earth 2,000 years ago by reflection from an object situated 1000 light years away ?
0	fluid dynamics : bernoulli air tunnel	would infinite time elapse relative to an outside observer if an object was completely at rest ?
0	does a uv completion of gravity necessarily need to be so drastic as string theory or lqg ?	image k-space and snr
1	blackholes gravity , why it has effect outside the event horizon ?	how does gravity escape a black hole ?
0	how many fundamental forces could there be ?	where can i find open-source weather forecast software ?
0	is it sure that gravitons are massless bosons ?	simple model of fiber interaction for pressurized braided tubes
0	what is the definition of static electricity ?	can energy be extracted from clouds ?
0	do viruses suffer from quantum de-localization ?	equations of motion with replacing the lagrangian by irrep diagrams generating functional
0	term symbol - how do we know the number of electrons $e^-$ ?	inertia tensor of a spherical cap
0	what is the physical significance of the inner product of two wave functions in quantum region ?	vector product in 2 dimensions
0	can a single atom explode ?	most accurate ways to find the average distance between stars in milky way galaxy
0	the physical laws of thermodynamics tell us that electrical impulses must produce heat ?	what does it mean for a qft to not be well-defined ?
0	renormalization beta-function	is an atom-thick sheet of a material visible and tangible ?
0	current without voltage ?	type ii superconductors
0	analyticity and causality in relativity	cyclic rotation of a matrix
0	what is the relationship between schrödinger equation and boltzmann equation ?	how is an arbitrary operator usually denoted in quantum mechanics ?
0	from the poincare group to minkowski space	finding release angle and final velocity of projectile when the target has a different coordinations
0	what was the motivation behind suggesting the trichromatic theory of vision ?	trouble with classical mechanics self-learning ( how to avoid going down the physics rabbit hole ? )
0	motivation for spinors	is the trajectory of the moon around the earth stable ?
0	evaluate singularity in numerical iterative physical optics integral	fluidic gravity , toe , what is your oppinion on this research ?
0	false false beliefs in physics	does light beam bend when moving with a constant velocity ?
1	link for resource on cosmology	book recommendations
0	direct sum of anyons ?	solid in liquid heat transfer
0	full calculation of b meson mixing amplitude	fock state and corresponding relations for continuous momentum label
0	number of electrons my laptop uses in a second	gas transformation for different molar number
0	why is not temperature measured in joules ?	what is mean by ' good quantum number ' in spectroscopy ?
0	is it possible to condense heat ?	electric field for two coaxial cylindrical conductors of finite length with gauss ' law
0	efficiency of metropolis algorithm	how would the composition of the venusian atmosphere visually affect the sunrise and sunset there ?
0	hyperbolic geometry in sr	countersteering a motorcycle
1	nothing escapes bhs , gravitons mediate gravity , so why do bhs gravitate ?	how does gravity escape a black hole ?
0	why does $\ell=0$ correspond to spherically symmetric solutions for the spherical harmonics ?	probability in moving from state $\lvert1\rangle$ to $\lvert2\rangle $
0	mathematics for quantum mechanics	fourier transform of ribbon 's beam electric field
0	unitary transformations in mixed discrete-continuous representations	why do we calculate energy by integrate the signal squared ?
0	where does the hidden supersymmetric sector of the mssm come from ?	higher moments of the kinetic energy operator in qm
0	features used in quantum mechanics but not used in classical mechanics	what is the pressure at the top of a sealed tube being drawn out of water ?
1	electrons in elecrtostatic force ( please read specification given below )	why two objects get charged by rubbing ?
0	errata for morse & feshbach - methods of theoretical physics	would string theory change everything ?
0	can one see radioactive substances with an x-ray detector ?	two point function for massless boson in 2 dimension
0	has anyone theorized a connection between entropy and quantum uncertainty ?	what happens to the physical properties of electrons after diffraction ?
0	wheatstone bridge galvanometer error	ucm unidentified force
0	alternative critical dimensions in string theory	why does in string theory the amount of supersymmetry have to be $\cal{n} \leq 2 $ ?
0	source material desired for behavior of derivatives of action	normalising a wavefunction where $\psi$ is equal to a sum of functions
0	decelerating car	has the mass of longitudinal and perpendicular spin 1 mesons been measured separately ?
0	how are complex sound waves combined ?	some sort of conservation equation
1	energy of black body radiation	what are the various physical mechanisms for energy transfer to the photon during blackbody emission ?
0	how do you determine power flow direction in a transmission line ?	reflectance and absorption properties of x-rays
0	what is the physical meaning of the connection and the curvature tensor ?	boundary condition for a floating electrostatic potential
0	3d : get linear velocity from position and angular velocity	meaning of the ' deep lattice limit ' and ' shallow lattice limit ' ?
0	coulomb gauge fixing and " normalizability"	solitonic nature of rr sources
0	what is the " inner " force behind attracion/repulsion ?	degenerated anderson model simulation
0	some questions about the free fermionic partition function on a circle ( ginsparg 's cft lectures )	why do some terms vanish in first-order perturbation theory ?
0	are there any non magnetic materials that attract to each other as if they were magnetic ?	how to understand the qed , qcd and standard model lagrangians ?
0	what accelerates the electrons in the thin part of a current-carrying wire ?	supersymmetric chern-simons theories in $d=3$
0	how to derive the period of spring pendulum ?	the difference between thomas-fermi screening and lindhard screening
0	when motion begins , do objects go through an infinite number of position derivatives ?	can electricity transfer radioactivity ?
1	is quantum indeterministic ?	is the universe fundamentally deterministic ?
0	expression for combining several probabilities in a single discriminator	what are the parameters for pauli 's repulsion pseudo-force ?
0	vehicle crash analysis from trajectory of vehicle	why is not the product rule used in the definition of mechanical work ?
0	surely space-time curvature does not explain gravity , it just describe its effects ?	what is the speed of gravitational interactions ?
0	will gravity pull together two bodies from the other side of an empty universe ?	why is kirchoff 's current rule valid ?
0	early concepts in relation with the forces produced when certain pairs of objects are rubbed together	dealing with experimental data
0	why is btz black hole asymptotically $ads_3$ ?	if black hole never forms , how important will be to study black hole paradoxes ?
1	breaking the speed of light relative to a moving object	double light speed
1	if the universe is 3d , how is space-time like a " fabric " ?	does the curvature of spacetime theory assume gravity ?
0	inside a conductor ?	adiabatic quantum hamiltonian of variable dimension
1	static friction on a circular road	direction of friction when a car turns
1	spinning theoretical object moving faster than the speed of light	is it possible for information to be transmitted faster than light by using a rigid pole ?
0	qfts which are pure constraint	which new insight did $e=mc^2$ give us ?
0	what is the energy required to create mass of m at a height of h above the earth ?	minimum acceleration so that mass $m$ falls freely
1	good explanation of phase transitions , second law of thermodynamics	book recommendations
0	why do galaxies and water going down a plug hole spin ?	possible intergalactic celestial objects
0	what is phase angle of wave function $\phi \ , $ ?	are there any earth-meteorites on earth ?
0	help on applying a hadamard gate and cnot to two single q-bits	can effect of gravity be broken ( counteracted ) by electric force ?
0	clocks in special relativity	why does hair stand up when standing under power lines ?
1	are black and white colours ?	is black a color or absence of color ?
0	how long does it take a black hole to eat a star ?	what properties make a good barrier for microwave ( oven ) radiation ?
1	did space and time exist before the big bang ?	did spacetime start with the big bang ?
0	what is the wave length of the entire universe ?	wheatstone bridge capacitor , dead capacitor
0	why does the sky look black in pictures taken from the summit of everest ?	does electric potential have a temperature ?
0	woven appearance of water-streams by the side of the street	how does the full string theory potential look ?
0	what does the notation $|x_1 , x_2\rangle$ mean ?	what kind of research will go in nuclear fusion power once the commercial power plant is designed and implemented ?
1	planck length implies lattice structure of space ?	is spacetime discrete or continuous ?
1	inclusive and exclusive searches	what is the difference between inclusive and exclusive decays ?
0	why do arrows point backwards in time for feynman diagrams ?	could someone remind me of what we mean by zero electric field " inside " a conductor ?
0	why is the axial current said to create particles ?	if gravitation causes constant acceleration why moon does not fall into earth ?
0	decomposing geodetic/de sitter effect into thomas precession and spatial curvature	does a diatomic molecule falling into a black hole dissociate ?
0	bulk model of the oceanic mixed layer	human and ultraviolet light
0	are a measured object always part of the theory ?	integrating for speed
0	sharpness of starlight	rotation of rockets
0	squinting at street lights	supergravity solution , metric for the total space , and connection
0	red light on blue object ( for graphics software )	potential energy of an infinitesimal length of elastic rod
1	is hubble 's constant really constant ?	universe expansion as an absolute time reference
0	why are objects at rest in motion through spacetime at the speed of light ?	how does the color of fine dispersed metal particles change between silver and black ?
0	why is newton 's first law necessary ?	kinetic energy absorbing in order to avoid damages ?
0	inverting generalized coordinates	what is the name of the temperature limit beyond which an explosion will form a mushroom cloud ?
0	how should holes in a tesla turbine look like ?	electromagnetic factors affecting inertial mass of a body affect its gravitational mass or not ?
0	folded and/or compacted dimensions in m-theory ?	a question on bernoulli 's principle
0	sum of green 's functions in condensed matter	photographs of galaxies many light years far from the earth
0	how much energy ( ev ) is in a mosquito 's wing beat ?	collision between a photon and a massive particle
0	does tritium hydride exhibit measurable spontaneous fusion via proton tunneling ?	fork and sheet lightning
0	boussinesq approximation for the navier stokes ' equation - discrepancy	calculating the gravitational acceleration inside of a planet
1	why can not we accelerate to the speed of light ?	why is travelling around the speed of light a problem ?
0	vesta dwarf planet status	increase path length for a photon with two mirrors vs optical fiber
0	coriolis force in a merry go round	why does the d-spacing of a polymer decrease as its crystallinity increases ?
0	the electron and classical dynamics	does optical fiber preserve the angles of incoming light ?
0	what am i doing wrong finding the eigenvectors of this rotation matrix ?	cause of sea ice freezing during an upwell event
1	beginning physics , advise on books	beginner physics resources ?
0	is it possible to levitate an object with piezoelectricity ?	why polarization vector $= ( 0,1 , i , 0 ) $ ?
0	why is work in a constant electric field equal to the force times distance ?	will tensile strength keep a cable from snapping indefinitely ?
0	how is the scale factor from the flrw equation used with volume ?	very short physics question ( electromagnetic field ) : just draw the figure of the problem ?
0	maximum curvature in a black hole	how is quantum tunneling possible ?
0	magnetic field exclusion and retention in superconductors	physics of donut magnets levitating vertically on a pencil ?
1	total number of dimensions in the universe ?	experimental evidence of a fourth spatial dimension ?
1	how does gamma ray emission make an atom more stable ?	why is there an emission of gamma rays ?
0	computing period , semi-major axis of binary	what would be the optimal weight of a ball if i want to throw it as far as possibile ?
0	special designs to reduce the electrical resistance of a wire	quadratic versus other types of degrees of freedom
1	significance of isolation of radium ?	work of marie curie ?
0	what evidence exists for string theory viability ?	energy definition in special relativity
0	use of boltzmann over maxwell distribution	physical reason for magnetic mirroring ?
0	why do chimneys have these spiral " wings " ?	can scientists tell the energy levels of the atom ?
0	how to calculate the heat transfer rate between the liquid and the gas ?	what is the lowest possible theoretical temperature that nuclear fusion can occur at ?
0	how does the speed of electrons change around a circuit ?	a question about a complex integration in peskin 's qft textbook
0	can wire not melt under the current of a lightning ?	what happens to light and mass in the center of a black hole ?
0	is mass of the parent star is equal to the mass of the born blackhole	schwarzschild solution
0	importance of phase in probability amplitude in qft	is time dilation real ?
0	are there any non dissipative-non conservative forces ?	conduction and propagation
0	distinctive properties of liquids	measuring radon level
1	why there is no negative temperature	prove that negative absolute temperatures are actually hotter than positive absolute temperatures
0	material to read before taking college physics 1 ?	superconformal multiplet calculus in 6d
0	position with respect to time with friction	want to achieve maximum magnetic force & find out the max point
0	reflection from multiple thin films : accounting for lost light due to small surface area	parallel electric and magnetic field in traveling wave
0	scattering in quantum wires	thermal dynamics conduction comparison
0	what is heat and how does it effect an atom ?	the effects of heat on gravitational fields
0	what is the conclusion from aharonov-bohm effect ?	why do we only have complete particle generations ?
0	light color and refraction	do you pay more for gas when the day is warmer ?
1	what the effect of gravity in the center of a planet feels like	would you be weightless at the center of the earth ?
0	specific internal energy decreases with increasing pressure ?	what are some mechanics examples with a globally non-generic symplecic structure ?
