0	what physical conditions would allow for this kind of perpetual seesaw	majorana mass for neutrinos in standard model
1	expanding metre sticks	why does space expansion not expand matter ?
0	negative temperature	derivation of green 's function for wave equation
0	timelike/null generic condition in general relativity	energy of black body radiation
1	can solar furnace achieve higher temperature than sun surface ?	what temperature can you attain with a solar furnace ?
0	how do we know the universe is expanding , and not that its contents are shrinking ?	using moments to influence the thickness of beams in structure ?
1	non-linear dynamics of classical hydrogen atom	non-linear dynamics of classical hydrogen atom
0	is there a reason for photodynamic therapy to not cause cancer if mobile phones might ?	superpositions and expectation values in quantum mechanics
1	what will be the relative speed of the fly ?	speed of a fly inside a car
0	superhiggs mechanism on different backgrounds & compactifications	estimating the effect of radiant barrier on the radiant and conductive heat transfer through a metal roof
0	discovery of $e=hf$ ?	what conditions should an asteroid or comet impact need to meet in order to start an impact winter ?
0	physical vapor deposition of sio2	galaxy velocity curve
0	does frequency f = $\frac1t$ if there is non-periodic signal	band gaps : are they at the centre or at the edge of the brillouin zone ?
0	charges lying on a gaussian surface	bernoulli 's equation and reference frames
0	are o-planes not dynamical ?	taking pivot about an accelerating point
0	does coriolis effect affect snowing ?	how does time dilate in a gravitational field having a relative velocity of v with the field ?
0	conditions for heat exchange and evaporation	information retrieval
0	variational calculus or tensor calculus ?	gravity proofs/can it be measured ?
1	possibility of time travel ?	is time travel possible ?
1	how should semiconductors be understood ?	what are " electron holes " in semiconductors ?
0	integrals of motion for s degrees of freedom	compute the minimal distance between two points in movement
1	can information travel faster than the speed of light ?	the speed of gravity ?
0	momentum of light question	would you see a rainbow from refraction when the sun is in front of you ?
0	what is dark matter and who discovered it ?	why is a critical quantum system described by a conformal theory in one higher dimension of space ?
0	why precise accelerometer do not exist	why can not i see far when i look in a mirror ?
0	about dirac equation in curved spacetime ( spherical )	is really an atom stable ?
0	bernoulli equation from energy conservation	color in different media
0	inverse of gauge covariant derivative	sobolev norm for schwarzschild metric
0	why does the echo of the last chord appear to rise in pitch	why does gravity assist transfer twice the planet 's velocity ?
0	higgs field in space around us ?	recommended book for beginners on advanced science topics
0	large wavelength limit of gluons	why are ww gg ττ branching ratios so similar for a 115 gev sm higgs ?
0	ads space boundary and geodesics	curl of a vector field with two different systems of coordinates
1	how do rgb colors work ?	why can colors be mixed ?
1	did the lhc just find a z ' boson ?	did the researchers at fermilab find a fifth force ?
0	universal speed limit	what is $k$ in newtons law of cooling ?
0	exterior electric field on a capacitor	how to imagine the following power and torque ?
0	quantum xor : how do you generalize it ?	delta dirac charge density question
0	why is the radial direction the preferred one in spherical symmetry ?	2013 russian meteor event , sonic boom or explosion boom ?
0	transfer of energy faster than the speed of light	why does not a phone charge faster , rather than slower when it is in use
0	the error of the natural logarithm	what is the minimum time period for constellations to change shape ?
0	why droplets of water under oil explode when heated	how does the x-y mode of an oscilloscope work ?
0	would an object hit the ground faster when it gets launched vertically upwards or downwards ?	why do charges enter the capacitor in the first place ?
0	how is the logarithmic correction to the entropy of a non extremal black hole derived ?	terminology question about energy
0	why are radio waves in the 1.43 - 2.5 mhz range invisible ?	how to find the tension
0	how does back-emf oppose the input-current ?	field interaction betweeen two point charges ?
0	topological order and entanglement	analytic continuation of imaginary time greens function in the time domain
0	why does the weighing balance restore when tilted and released	total angular momentum of a hydrogen atom
0	is it possible to derive the invariant spacetime interval from einstein 's two postulates for sr ?	gas in movement
0	scaling solutions in context of denef - moore	why are infinitesimal rotations commutative , whereas finite rotations are not ?
0	physics of a conductor gaining potential	optical brightener in plastics ?
0	do lagrangian points actually maintain a fixed distance ?	idempotent operators
1	how to calculate the force in an " impulse based reaction model " ?	newtons cradle , collision theory
0	lorentz transformed scharwzschild solution	how to calculate viscous damping coefficient ?
0	can there be energy with no force or energy with no power ?	what would happen if some signal could move faster than light ?
0	viscous burgers equation physical meaning	intuition behind mass corrections to massless fermions
0	assuming an observer is 50 light years away , in the plane of the solar system and observing earth , what is the light flux of earth he would see ?	why is dirac lagrangian in curved spacetime weyl invariant ?
1	as the earth rotates around itself , does this have any effect on the dynamics of flights ?	does the rotation of the earth dramatically affect airplane flight time ?
0	have sterling engines been used in outer space ?	is fourier 's law of conduction a consequence of the second principle ?
0	neutrinos : how can they carry information about universe ?	why do covalent bonds form ?
0	how do i calculate stopping power ?	state of the stars
0	how car headlight works ?	why is not higgs coupling considered a fifth fundamental force ?
0	inexact measurement and wavefunction collapse	how to derive the equation in my question ?
0	what is the physical significance of the fermi-field asymmetric stress-energy tensor ?	general formula to compute the redshift ( first order perturbations )
0	what is electron density and its unit in plasma physics ?	kinematics physics on basketball
0	details for the double slit experiment	why is it said that without quantum mechanics we would not have modern computers ?
0	how to determine the trasmission coefficient of a gaussian wave packet scattering on an finite square well ?	calculating hubble radius using relativistic effects
1	why does fukushima pressure rise ?	why did not the control rods in fukushima shut down the reactor ?
0	question concerning isospin symmetry	unitarity of pmns matrix
0	does there exist a single plate capacitor ( conductor ) ?	does light escape when i open my blinds ?
0	where to find information about rocket launches ( speed , height , trajectory ) ?	path integral with zero energy modes
1	why not formulate quantum mechanics using lagrangians ?	why not using lagrangian , instead of hamiltonian , in non relativistic qm ?
0	is there a physical reason for level repulsion and avoided crossings ?	how does " space " expand ?
0	does a perfect mirror behave the same as a blackbody radiator ?	how does the star that has collapsed to form a schwarschild black hole appear to an observer falling into the black hole ?
0	what was the density of the universe when it was only the size of our solar system ?	degenerate perturbation theory applied to topological degeneracy ?
1	why is uncertainty $\geq {\hbar}/{2} $	heisenberg uncertainty principle : which formula is correct ?
0	interpretation of " transition rate " in fermi 's golden rule	power dissipated on internal resistance of short-circuited voltage source
1	what resources may be helpful to learn physics from ground up ( very basic level ) ?	beginner physics resources ?
1	the paradoxical nature of hawking radiation	what is hawking radiation and how does it cause a black hole to evaporate ?
1	how much pure math should a physics/microelectronics person know	how should a physics student study mathematics ?
0	how to get the angle needed for a projectile to pass through a given point for trajectory plotting	how should two particles accelerate to have their separation lorentz-contract ?
0	is there an intuitive explanation for the southward force caused by the coriolis effect on rotating spheres ?	what is the effect of surface tension on an air bubble inside water ?
1	do we feel the full force of the earths gravity even though the earth is spinning	why do not we consider centrifugal force on a mass placed on earth ?
0	what is being deprived when a photon is being watched in double slit experiment ?	final position of an object after aplying several horizontal forces
0	help in basics for capacitance	taylor expansion in lattice boltzmann method derivation
0	dimensions of obstacle needed to block light ?	observers in special relativity
0	is space conserved	molecules and electrons energy types
0	if aerographite is lighter than air , why does not it float ?	book suggestion : geometric approach to electromagnetism
0	anyons without fractional spin ?	please explain these equations relating to newtonian gravity
1	what is movement through time ?	what is the speed of time
1	disk spinning at the speed of light	invariant spacetime - distance - circular motion
0	how come the universe is made of matter and not antimatter ?	infinite atwood 's machine
0	why can not missing mass be photons ?	good introductory papers and books on laser physics and pulsed lasers
0	simple question on the foundations of spin foam formalism	why do we always see the same side of the moon ?
0	understanding the bose-fermi dichotomy	how to calculate a firing location from point of impact data ?
0	should particles in smoothed particle hydrodynamics ( sph ) always move during a simulation ?	sound wave out of phase
1	gravity of light	do two beams of light attract each other in general theory of relativity ?
0	why is not higgs coupling considered a fifth fundamental force ?	time reversal in a black hole
0	are isolated many-particle quantum systems always in a pure state ?	a spinning bullet
0	are mach diamonds radially symmetrical ?	constructing a maximally entangled qutrit state from $n$ bell states
0	lattice pattern	relation between dirac spinor and its adjoint
0	radiance equation	what tests can i do at home to identify any metal ?
0	interference at the focus of a convex lens or a concave mirror	fugacity of the fermi gas
0	why is a suspended spinning body of liquid prolate ?	how is the apparent significance of ( length ) scales in physics explained ?
0	what categorical mathematical structure ( s ) best describe the space of “localized events” in “relational quantum mechanics” ?	hadron jets from quark-antiquark in colliders
0	deriving and gaining intuition for the equation for the index of refraction $n = \sqrt{\mu_r\epsilon_r}$	practice ap physics b exam question regarding momentum
0	how ' faster than light ' neutrino was product of loose cable at cern ?	effect of a wavefront deformation on the far-field diffraction pattern of a tem00
0	can there exist a wave which changes the quantum states of particles ?	mobile " muonic hydrogen"
0	why is it necessary to represent schrodinger 's equation as a partial differential equation ?	what kind of physical quantity is angular displacement ?
0	are stokes ' theorem and gauss 's theorem examples of the holographic principle ?	what happens when i increase the density of a stellar object so that its mass surpasses the schwarzschild limit ?
0	why do we seek to preserve gauge symmetries after quantization ?	can a system with nested building blocks ( atoms , cells ) not be " fine tuned " ?
0	why does a wave actually diffract ?	electric field near surface of a conductor ?
0	tensor algebra doubt	calculating kwh from time series of kw
0	time homogeneous markov chain for axelrod 's model	where and how exactly does string theory and q.e.d. use zeta function regularization ?
1	the physics of two circles colliding	physics of simple collisions
0	about 2+1 dimensional superconformal algebra	would the ionic wind power fence actually work ?
0	phonon-phonon-interaction as higher order terms in the potential	intuitively , why is a reversible process one in which the system is always at equilibrium ?
0	evidence that the solar system is expanding like the universe ?	magnetic flux and transformers
0	fuel tank question	will we feel the gravity of a star 10 light years away for the next 10 years if , somehow , it vanishes today from its position ?
1	acceleration of two masses by gravitational force	why do two bodies of different masses fall at the same rate ( in the absence of air resistance ) ?
0	ricci scalar higher dimensions	the hole argument
0	does the weight of an magnet raise when balancing an object ?	a paradox with spin : is spin a physical degree of freedom ?
1	someting almost faster than light traveling on something else almost faster than light	double light speed
0	converting heat into energy	the reason ( s ) of seasons on earth
0	separating the convective and the inductive electric field	could a mirror array used for thermal solar power plant double as a telescope at night ?
0	2 entangled electrons in qft	how to determine the trasmission coefficient of a gaussian wave packet scattering on an finite square well ?
0	a query on the trapped null surface	book about classical mechanics
0	spooky action appears to contradict relativity of time order of multiple events	andromeda/milky way collision : how , and how accurately , can a galaxy 's lateral velocity be measured ?
0	can a room resonate at a frequency lower than the principal frequency ?	aerofoil theory project
1	how functions become operators in quantum mechanics ?	why do we use operators in quantum mechanics ?
1	how is angular momentum measured in experiments/in practice ?	how does one experimentally determine chirality , helicity , spin and angular momentum ?
0	does interference take place only in waves parallel to each other ?	what makes water heavier than air ?
0	painting wine botles	are there any substances that allow sound to travel better then air ?
0	can physics get rid of the continuum ?	electric field in a cylinder
1	why do clouds fly ?	the density of clouds
0	mass needed to clear an orbital neighborhood	ampere 's circuital law for finite current carrying wire
0	find $x$ operator given $p$	intuitive explanation of the inverse square power $\frac{1}{r^2}$ in newton 's law of gravity
0	why do nuclei lose mass ?	many-worlds : where does the energy come from ?
0	could carbon 14 have been created before the big bang ?	why do the trees` trunk assumes a circular/curvy shape but not rectangle or square ?
1	reltivistic action is negative or positive number ?	why lagrangian is negative number ?
0	s-matrix elements in path integral formalism	why do the states of a spin multiplet have to have the same symmetry ?
0	how to prove eq . ( 2.4.5 ) in polchinski 's string theory book ?	what is the relationship between string theory and quantum field theory ?
0	how do i determine when this object is about to get covered in dew ? i can measure the environment parameters	earnshaw 's theorem for ferromagnets
0	why i hear sound from downstairs clearer than sound from upstairs ?	subatomic particle mass and benford 's law
0	does white phosphorous burn in ammonia ?	how to cancel infinite mass corrections for quantities without counterterms ?
0	what is changed when proton has finite radius ?	first integral of an equation of motion : $\mu\ddot r=-\frac{k}{r^2}$
0	why does not the no-cloning theorem make lasers impossible ?	is hodge star operation can be understood as contraction after tensor product of a $p$-form with the volume element ?
0	what is the volume of a parcel of air of a giving weight at average sea level pressure	what causes the orbital eccentricity ?
0	download only physics and maths wikipedia pages for offline use	does an object travelling close to the speed of light in an inertial frame of reference behave relativistically
0	group theory in general relativity	what is the outcome of two polarized electrons beam collide head on ?
0	small charged sphere 's motion in earth 's magnetosphere ?	using a . c or d . c to create an electromagnet
0	what prevents the accumulation of charge in a black hole ?	projectile motion with air resistance - adjust only the angle to hit a target
0	in what way do cooper pairs of electrons bond and stay bonded in superconductors ?	what exactly is a gauge anomaly ?
0	observations in the cathode ray tube experiement	diffraction through the slit
0	how to check units ?	physical interpretation of scalar tadpole loops
0	universe with zero fundamental forces	how does light bend around my finger tip ?
0	effectivness of a metallic wall against microwaves propagation	where and how exactly does string theory and q.e.d. use zeta function regularization ?
0	solving the schrodinger equation with appropriate symmetry	schrödinger 's cat and the difficulty of macroscopic superposition state
0	why do some physicists believe that scalable quantum computing is possible ?	ms scheme and its rg equation by cheng and li
0	applications of calculus 2 to physics	drawbacks of standard model
0	fundamental representation of $su ( 3 ) $ is a complex representation	solving systems of equations in dynamics
0	intuitive meaning of the hilbert space formalism	pde from dispersion relation ?
0	distinguishing between an entangled and non-entangled state ( mainly $s ( h_a ) \otimes s ( h_b ) $ vs . $s ( h_a \otimes h_b ) $ )	hermitian operator and reality of eigenvalues
0	why does tension not do work in this pulley system ? etc	is it possible to create an entangled pair of photons if they originate initially from operations at two separate sites ?
1	according to newton 's third law , why do not action and reaction make equilibrium ?	with newton 's third law , why are things capable of moving ?
0	how to derive the schwarzchild metric ?	magnetic forces and generators
1	space between particles	what is in the space between a nucleus of an atom and its electrons ?
0	relativity in real life	why tritium does not undergo $\beta^-$ decay to form $he^3$ ?
0	density matrix characterization	product of ρ and φ
0	what is the lower limit for energy usage to desalinate water ?	is there a published upper limit on the electron 's electric quadrupole moment ?
0	caldeira-leggett dissipation : cannot get it	how can stars make up 0.5% of whole universe ?
0	is quasiclassicality in consistent histories the preferred basis problem in disguise ?	how can i determine transmission/reflection coefficients for light ?
0	tolerance of natural frequency & resonance ?	how does the gluino change the strong force ?
0	wheeler-feynman theory , qed without fields , vacuum polarization	why are there not many detectable supernovas ?
1	how does a half-life work ?	please explain c14 half-life
0	restrictions on defining microstates ( entropy )	electric current in parallel circuit
0	what force creates ions out of neutral atoms ?	what happens to the vapor pressure when i expel the liquid phase from the vessel ?
0	neutron stars and black holes	why does not rain fall down in streams ( as opposed to drops )
0	difference between deltav and specific impulse	why does my gravity simulation do this ?
0	can heat be transfered via magnetic field in a vacuum ?	the question about multiplications of field functions and vector indices
0	does a constant of motion always imply a hamiltonian formulation ?	does hall effect increases the resistance of a wire ?
0	how does placing objects in liquids affect the mass ?	coulomb splitting in atomic physics
0	how to calculate speed difference between objects close to the speed of light ?	quantum mechanical proof of conway 's spin and twin axioms ?
0	what would happen to earth if the sun suddenly disappeared ?	what happens to a rotating rod that breaks in two ?
1	how to derive the equation in my question ?	linearized equations
0	how to calculate flux density in a toroidal ct that has an electrical line pass through the center ?	mass gap for photons
0	is there any good reason/argument/heuristic why one can approximate forces by approximating the potentials ?	how much merit is there in the heuristic argument of bulk-edge relation for topological insulators ?
1	attaining the speed of light ? ?	how can a photon have no mass and still travel at the speed of light ?
1	what is the universe ' expanding ' into ?	if the universe is expanding , what is it expanding into ?
0	is " now " the bounding edge of the universe in the time dimension ?	atomic physics - bohr 's model of atom
0	what type of electromagnetic radiation strikes the earth 's surface the most ?	can a super-positioned human be used to differentiate between the copenhagen interpretation and many-worlds ?
1	where does mass come from ?	your mass is not from higgs boson
1	particles acting like waves	wave/particle duality
0	mass-energy equivalency	trouble with derivation in an equation for newton 's law of angular motion
1	triboluminescence , how does it work ?	why does separating plastic from a cough drop create flashes ?
1	question about hubble 's law - expansion vs receding velocity	expanding universe and the peculiar velocity
1	why is energy conserved ?	why can not energy be created or destroyed ?
0	a little question about gauss ' law	conductivity of a crystalline solid
0	calculate heat loss of aquifer with unknown shape	a lawnmower problem
0	why water is not superfluid ?	earnshaw theorem for ionic solids
1	electric field outside nonconducting sphere	electric field due to nonconducting sphere
0	polarizable molecule in e-field	how does gravity slow light without an equal and opposite action ?
0	coulomb interaction as virtual particles exchange ?	group velocity in non dispersive medium
1	time taken for gravity of a distant object to interact with a newly created particle ?	does gravity travel at the speed of light ?
1	springs yet again , this time with a picture . infinite displacement , makes no sense	how could this damped oscillator ever go to infinity ? or negative infinity for that matter ?
0	charges in a molecule and rotation invariance	blood viscosity
0	how many physical degrees of freedom does the $\mathrm{su ( n ) }$ yang-mills theory have ?	is time dilation real ?
0	mnemonics to remember various properties of materials	can entanglement be used to decrease entropy of two systems ?
1	good math books for physicists	book recommendations
0	why does not any object that does not have direct contact in a fast moving vehicle feel g-force or slam behind or ahead when braked or accelerated ?	soft brehmsstrahlung classical computation
0	surely space-time curvature does not explain gravity , it just describe its effects ?	electricity voltage & current
0	why are not we boltzmann brains in an infinite universe ?	calculating collisions in realtime - dealing with a delay in time
0	question regarding waves squeezed	edge theory of fqhe - unable to produce green 's function from anticommutation relations and equation of motion ?
0	is spin an observable quantity for fundamental particles ?	why does one get an illusion as moon following him ?
0	can relativistic energy transformation be explained by time dilation and e=h f ?	need an intermediate resistivity part/material
0	testing the temperature of an open flame	what is maximum width of a plank which is penetrated by bullet ?
1	using gravity to send messages ( at the speed of light )	would it be possible to transmit information through gravitational waves ?
1	different versions of planck 's law	planck 's law in terms of wavelength
0	why does string not wick down ?	an optical system with image from a convex lens forming behind a concave lens
1	how does isotropy of free space imply $l ( v^2 ) $ for a free particle ?	deriving the lagrangian for a free particle
0	remnant of a supernova	liouville-von neumann equation can be directly derived from heisenberg picture ?
0	question about majorana fermion and majorana representation	what is the difference between a charged rho meson and a charged pion ?
0	highest man-made voltage	numerical torque calculation
0	modeling quantum aspects with probability	do restrictions on quantum mechanical measurement always just work out to avoid contradictions ?
0	does an accelerating proton also lose mass ?	modeling a two-mass , spring , damper system
0	is the chern-simons integral of gauge fields over black hole singularities zero ?	refractive index liquids : why hard to buy ?
1	relativistic black hole ?	does non-mass-energy generate a gravitational field ?
0	when does $t^{ij} = t_{ij}$ ?	ket vector with two " entries"
0	motorbike with parachute vs normal skydive	magnetic field inside and outside cylinder with varying current density
0	why does a mirror reverse polarization of circularly polarised light ?	electric field for two coaxial cylindrical conductors of finite length with gauss ' law
0	what is radiation ( in simple words ) ?	bullet energy loss in solid materials
1	galaxies fading away after time	why do galaxies " dissappear ? "
1	half-life question	how do we know that some radioactive materials have a half life of millions or even billions of years ?
0	distance along projectile motion	question about majorana fermion and majorana representation
1	could you recommend some good books on physics ?	book recommendations
0	where does $r/\gamma^3$ come from in relativistic e&m ?	capacitor in ac and dc circuits
0	is it possible to levitate an object with piezoelectricity ?	do objects with mass " suck in " spacetime ?
0	how much lift does an airplane get from its wings , vs the rest of the airframe ?	dimension of separable state
0	normalising a wave function in parts ?	how do i modify a 3-d simulation grid to be 2-d ?
0	dirichlet and neumann boundary condition : physical example	how to measure the age of light ?
0	ultrafast photon detectors	simple explanation on how to roll up a graphene sheet into a nanotube ?
0	a statics problem to find minimal friction	big bang , heat death , and cause and effect
0	calculating the number of quanta emitted as cherenkov radiation in a wavelength interval dl ?	questions about spacetime curvature and gravity
0	when eigenfunctions/wavefunctions are real ?	the relationship between angular and linear momentum
0	what is the difference between a battery and a charged capacitor ?	would you see a rainbow from refraction when the sun is in front of you ?
0	why is carbon dating limit only 40,000 years ?	why does the coil in this apparatus reverse its direction of oscillation ?
0	why do wave packets spread out over time ?	how can i find the temperature of this system ?
0	i can not figure out crystal planes with negative intercepts	why is “dark matter” a more parsimonious explanation than “more normal matter than we thought” ?
1	why there is added a partial time derivative in formula for time derivative of potential energy ?	what is the difference between implicit and explicit time dependence e.g. $\frac{\partial \rho}{\partial t}$ and $\frac{d \rho} {dt}$ ?
0	are string theories extra dimensions required to be " higher " than the four we know of ?	are metals more heavy due to the earth 's magnetic field ?
0	missing transverse energy , exact definition	heliocentricity and the theory of relativity
0	are there formulae for calculating stellar luminosity and effective temperature as a function of age ?	are there any hamiltonian systems without a periodic orbit ?
0	planck time & length	historical analysis of light interference - difference frequencies
0	does an elliptical orbit of a satellite maintain its orientation as the earth revolves ?	voltage and current of positive lightning
0	container of liquid in free fall	does electric potential have a temperature ?
0	buckyballs in vacuum	is there anyway to use a scientific instrument to measure the density of electron around the atomic orbital ?
0	why do bubbles make a sound ?	what is absorption of an electromagnetic wave ?
0	how are atomic bonds created ?	size of our inflationary bubble
0	how is retrograde motion explained in tycho 's model ?	addition of different physical quantities
0	can we tell from periodic table that which materials are ferromagnetic ?	why there is no accuracy of the measured value of $g$ ?
0	how do kinetic energy and linear momentum relate ?	primordial black hole : how dense does matter need to be to feed it ?
0	studying quantum electrodynamics ?	quantizing em field
0	what is the physics concept in sponge filter	is there a published upper limit on the electron 's electric quadrupole moment ?
1	help me understand virtual images versus real images	virtual vs real image
0	computing an average escape distance for a particle	prerequsites for zee 's qft
0	a question about the bosonization of the thirring model	wave theory limit of geometric optics ?
0	do small-scale physical effects lead to larger systems being required for long life ( of dynamic systems , not static objects )	what do negative times and negative distances represent in parametric projectile equations ?
0	work done by an adiabatic expansion	on what refractive index of medium depends ?
0	when sun is exactly overhead in my place in the tropics	could some red and blue shifts be the result of light passing through " dark matter " ?
1	what about continuity of space and possible discreteness of time ?	is time continuous ?
0	dimension of dirac $\gamma$ matrices	shallow water wave question from acheson 's book
1	does the earth really move round the sun ?	why do we say that the earth moves around the sun ?
0	crushing a magnetic field	is time the property of an object ?
0	analyse astronomical data	magnetic fields created by current-carrying wires
0	electric current in quantum mechanics ?	when can a natural satellite be in polar orbit around it is primary ?
0	fundamental question about dimensional analysis	how to detect ice in thermostat
1	how to go from quantum world to classical world ?	is it possible to recover classical mechanics from schrödinger 's equation ?
0	do i need the exact velocity when experimenting with sliding coins ?	recommendation request for a book explaining string theory to a common idiot ( me )
0	do you round off insignificant digits in the middle of a calculation ?	free body diagram of fluid statics problem
0	why has a gravitational wave spin 2 ? ( group theoretically ? )	studying physics
1	the sum of positive integers equals minus one twelfth	critical dimension of bosonic strings and regularization of $\sum_{n=1}^\infty n$
0	scattering of two particles - phase factor	physics of skiing : ideal carving equation
0	fermi-energy level for extrinsic semiconductor	how to express $ds$ ? ( when we know expression for $ds^{2}$ )
